日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/07/16,"24,579,381","1,042,577,975",43.20,43.45,41.85,41.85,-1.35,"9,495"
107/07/17,"15,413,541","647,369,334",42.20,42.45,41.35,42.00,+0.15,"6,447"
107/07/18,"17,784,911","754,140,270",42.30,42.85,41.95,42.20,+0.20,"7,063"
107/07/19,"12,925,422","539,659,643",42.20,42.40,41.40,41.40,-0.80,"6,285"
107/07/20,"18,025,339","743,272,224",41.90,42.10,40.75,40.85,-0.55,"7,793"
107/07/23,"14,301,765","584,597,321",41.00,41.50,40.35,40.80,-0.05,"6,049"
107/07/24,"13,452,273","562,772,877",41.20,42.40,41.15,41.85,+1.05,"6,103"
107/07/25,"22,974,487","977,996,229",41.50,43.15,41.25,43.00,+1.15,"8,905"
107/07/26,"21,730,982","922,913,096",42.80,43.35,41.80,41.80,-1.20,"8,709"
107/07/27,"59,480,598","2,619,305,086",44.30,44.80,43.30,43.90,+2.10,"22,866"
107/07/30,"28,148,592","1,230,335,796",44.00,44.45,43.00,43.30,-0.60,"11,611"
107/07/31,"24,110,905","1,034,756,695",43.30,43.60,42.40,42.50,-0.80,"7,617"
107/08/01,"23,033,396","981,311,227",42.60,43.10,42.15,42.75,+0.25,"8,863"
107/08/02,"29,928,811","1,262,107,316",42.90,42.90,41.60,41.65,-1.10,"8,695"
107/08/03,"16,088,355","678,662,441",42.10,42.50,41.80,42.20,+0.55,"5,825"
107/08/06,"14,436,376","609,066,843",42.35,42.65,41.80,41.85,-0.35,"6,591"
107/08/07,"9,626,769","406,633,777",42.20,42.60,42.00,42.30,+0.45,"3,724"
107/08/08,"25,978,236","1,089,276,081",42.55,42.80,41.50,41.50,-0.80,"11,190"
107/08/09,"27,321,233","1,113,335,674",41.45,41.45,40.50,40.60,-0.90,"12,579"
107/08/10,"34,635,423","1,375,991,472",40.20,40.30,39.10,39.20,-1.40,"15,555"
107/08/13,"66,319,080","2,430,262,330",38.40,38.45,35.45,35.50,-3.70,"25,647"
107/08/14,"72,712,689","2,500,184,250",35.60,36.10,33.85,34.05,-1.45,"28,759"
107/08/15,"40,290,622","1,353,503,221",34.35,34.45,33.00,33.05,-1.00,"16,434"
107/08/16,"49,639,395","1,637,386,677",32.40,34.25,31.75,34.15,+1.10,"19,572"
107/08/17,"30,177,043","1,016,410,304",34.40,34.55,33.15,33.20,-0.95,"11,481"
107/08/20,"24,099,243","789,487,518",33.40,33.45,32.05,32.10,-1.10,"10,052"
107/08/21,"21,787,472","702,553,236",32.60,32.80,32.20,32.80,+0.70,"8,193"
107/08/22,"16,314,387","542,952,006",33.10,33.60,32.90,33.30,+0.50,"6,181"
107/08/23,"16,599,738","552,379,944",33.30,33.80,33.00,33.25,-0.05,"6,041"
107/08/24,"17,060,133","537,510,643",31.75,32.05,31.00,31.10,X0.00,"6,556"
107/08/27,"26,032,196","845,581,628",31.80,32.95,31.60,32.75,+1.65,"11,021"
107/08/28,"16,989,269","557,591,527",32.75,33.10,32.40,33.00,+0.25,"7,005"
107/08/29,"14,867,793","498,881,558",33.05,33.90,33.05,33.60,+0.60,"6,761"
107/08/30,"10,556,949","350,760,324",33.50,33.50,33.00,33.35,-0.25,"4,464"
107/08/31,"11,776,865","387,311,395",32.90,33.00,32.70,33.00,-0.35,"4,051"
107/09/03,"10,177,974","334,386,780",33.00,33.35,32.55,32.55,-0.45,"4,497"
107/09/04,"11,689,430","387,230,551",32.90,33.35,32.65,33.15,+0.60,"3,936"
107/09/05,"23,948,865","788,748,172",33.00,33.15,32.60,32.60,-0.55,"4,766"
107/09/06,"32,583,923","1,019,397,023",32.05,32.10,30.90,31.10,-1.50,"12,530"
107/09/07,"60,822,816","1,748,720,648",29.80,29.95,28.00,28.00,-3.10,"23,380"
107/09/10,"54,576,703","1,512,426,987",28.00,28.95,26.40,26.70,-1.30,"19,028"
107/09/11,"35,399,296","982,757,984",27.20,28.60,26.90,28.15,+1.45,"13,579"
107/09/12,"35,875,978","975,543,020",28.25,28.25,26.70,26.80,-1.35,"15,428"
107/09/13,"26,243,198","704,947,646",26.90,27.50,26.30,26.60,-0.20,"11,017"
107/09/14,"28,225,595","779,140,510",27.35,28.10,27.05,27.85,+1.25,"9,698"
107/09/17,"19,850,049","557,412,604",27.85,28.35,27.40,28.15,+0.30,"7,275"
107/09/18,"30,986,010","851,545,490",27.30,28.10,27.10,27.30,-0.85,"9,931"
107/09/19,"23,100,484","643,064,446",27.75,28.10,27.50,27.50,+0.20,"7,981"
107/09/20,"25,263,110","696,367,320",27.50,27.95,27.05,27.60,+0.10,"6,792"
107/09/21,"93,625,324","2,462,490,910",27.20,27.20,25.80,26.00,-1.60,"28,129"
107/09/25,"65,387,529","1,711,317,181",25.60,26.55,25.45,26.45,+0.45,"13,849"
107/09/26,"19,889,838","517,901,236",26.10,26.35,25.80,26.00,-0.45,"7,900"
107/09/27,"20,792,440","532,946,069",25.60,25.95,25.40,25.50,-0.50,"7,601"
107/09/28,"18,027,539","463,299,791",25.80,26.10,25.45,25.45,-0.05,"6,652"
107/10/01,"17,443,298","451,843,506",25.70,26.20,25.70,25.80,+0.35,"8,795"
107/10/02,"43,542,269","1,141,317,012",25.80,26.55,25.70,26.50,+0.70,"11,072"
107/10/03,"24,747,709","649,716,127",26.70,26.85,25.95,25.95,-0.55,"9,578"
107/10/04,"82,096,113","1,992,930,282",25.90,25.90,23.40,23.40,-2.55,"27,309"
107/10/05,"77,194,833","1,817,473,155",23.00,24.10,22.70,23.55,+0.15,"23,936"
107/10/08,"39,898,315","923,428,776",23.00,23.50,22.75,23.50,-0.05,"11,565"
107/10/09,"86,843,531","1,906,629,978",23.45,23.45,21.20,21.25,-2.25,"24,427"
107/10/11,"67,483,070","1,307,236,865",19.30,19.85,19.15,19.15,-2.10,"18,310"
107/10/12,"91,648,028","1,811,154,790",19.35,20.10,19.25,19.75,+0.60,"23,325"
107/10/15,"71,118,449","1,377,402,109",19.45,20.05,18.90,19.00,-0.75,"16,641"
107/10/16,"57,259,990","1,111,863,577",19.00,19.85,19.00,19.10,+0.10,"15,005"
107/10/17,"45,995,180","884,939,217",19.65,19.70,18.90,19.10, 0.00,"13,669"
107/10/18,"28,343,296","546,082,414",19.25,19.55,19.05,19.10, 0.00,"8,144"
107/10/19,"52,769,053","986,351,257",18.90,18.95,18.30,18.90,-0.20,"13,569"
107/10/22,"41,130,173","795,125,904",18.90,19.65,18.65,19.45,+0.55,"12,260"
107/10/23,"25,497,540","488,296,062",19.00,19.35,19.00,19.15,-0.30,"7,444"
107/10/24,"32,991,890","625,100,624",19.15,19.35,18.65,18.90,-0.25,"9,830"
107/10/25,"68,417,699","1,168,059,060",17.05,17.25,17.05,17.05,-1.85,"15,581"
107/10/26,"73,572,023","1,213,532,446",16.95,17.00,16.10,16.15,-0.90,"18,398"
107/10/29,"83,304,844","1,292,929,229",15.95,16.10,15.15,15.15,-1.00,"19,089"
107/10/30,"61,108,728","950,894,529",15.30,15.85,15.30,15.70,+0.55,"15,110"
107/10/31,"68,219,591","1,140,626,412",16.10,17.25,16.00,17.15,+1.45,"18,472"
107/11/01,"53,078,508","933,410,998",17.20,17.90,16.85,17.80,+0.65,"15,662"
107/11/02,"73,081,876","1,400,676,735",18.70,19.55,18.30,19.55,+1.75,"16,680"
107/11/05,"119,051,686","2,373,102,853",19.90,20.50,19.35,19.70,+0.15,"30,172"
107/11/06,"52,487,557","1,013,648,233",19.95,20.20,18.85,18.90,-0.80,"14,931"
107/11/07,"34,271,545","660,445,347",18.85,19.60,18.80,19.55,+0.65,"10,613"
107/11/08,"58,605,252","1,147,855,142",20.15,20.30,18.85,18.95,-0.60,"16,273"
107/11/09,"38,759,612","721,274,442",18.95,18.95,18.40,18.65,-0.30,"12,224"
107/11/12,"32,097,135","606,423,416",18.40,19.35,18.35,18.95,+0.30,"9,947"
107/11/13,"46,376,380","864,917,729",18.05,19.35,18.00,19.35,+0.40,"12,181"
107/11/14,"65,993,387","1,242,693,604",19.20,19.25,18.50,18.50,-0.85,"17,109"
107/11/15,"35,585,613","664,497,799",18.40,19.00,18.25,18.85,+0.35,"10,914"
107/11/16,"42,067,426","796,116,443",19.15,19.30,18.55,18.55,-0.30,"11,403"
107/11/19,"28,583,912","542,888,992",18.75,19.25,18.70,18.95,+0.40,"8,097"
107/11/20,"16,869,495","318,307,655",18.75,19.00,18.65,19.00,+0.05,"5,232"
107/11/21,"36,263,999","690,292,996",18.95,19.20,18.70,19.10,+0.10,"7,984"
107/11/22,"58,032,428","1,130,918,556",19.50,19.85,19.05,19.05,-0.05,"15,243"
107/11/23,"20,797,662","393,561,975",19.15,19.25,18.75,18.85,-0.20,"5,760"
107/11/26,"26,330,535","497,414,629",19.00,19.30,18.70,18.70,-0.15,"7,482"
107/11/27,"35,155,565","671,687,825",18.80,19.40,18.75,19.40,+0.70,"9,019"
107/11/28,"48,735,734","966,983,236",19.65,20.25,19.40,20.15,+0.75,"15,212"
107/11/29,"95,836,904","2,035,754,304",20.75,21.95,20.60,20.70,+0.55,"27,953"
107/11/30,"212,527,054","4,372,240,363",20.60,21.20,20.30,20.50,-0.20,"23,616"
107/12/03,"101,473,505","2,237,952,180",21.40,22.55,21.20,22.55,+2.05,"26,552"
107/12/04,"68,900,119","1,544,598,357",22.55,22.85,22.00,22.20,-0.35,"20,357"
107/12/05,"58,056,063","1,225,398,265",21.00,21.45,20.80,21.05,-1.15,"17,384"
107/12/06,"92,824,123","1,828,244,773",20.50,20.70,19.00,19.10,-1.95,"25,964"
107/12/07,"37,134,791","721,054,109",19.40,19.65,19.20,19.45,+0.35,"12,509"
107/12/10,"34,243,646","655,186,594",18.95,19.35,18.90,19.35,-0.10,"10,107"
107/12/11,"24,033,112","467,057,987",19.50,19.70,19.15,19.25,-0.10,"8,808"
107/12/12,"27,532,983","539,036,286",19.55,19.80,19.35,19.55,+0.30,"9,502"
107/12/13,"22,530,058","441,538,295",19.70,19.75,19.40,19.55, 0.00,"6,856"
107/12/14,"34,073,478","650,386,980",19.45,19.45,18.90,19.05,-0.50,"9,921"
107/12/17,"24,307,677","456,479,947",18.90,19.10,18.55,18.75,-0.30,"8,298"
107/12/18,"21,065,451","389,262,662",18.40,18.70,18.30,18.55,-0.20,"6,625"
107/12/19,"31,427,749","573,232,452",18.45,18.65,18.00,18.05,-0.50,"9,810"
107/12/20,"39,093,392","681,966,708",17.65,17.75,17.10,17.15,-0.90,"11,619"
107/12/21,"51,837,432","917,649,314",17.00,18.25,16.90,17.90,+0.75,"14,071"
107/12/22,"14,881,408","266,208,430",17.90,18.15,17.60,18.10,+0.20,"5,280"
107/12/24,"34,166,140","633,170,852",18.15,18.90,17.90,18.90,+0.80,"10,586"
107/12/25,"40,085,389","750,409,122",18.45,19.30,18.25,19.30,+0.40,"11,689"
107/12/26,"52,010,987","998,431,845",19.45,19.85,18.45,18.45,-0.85,"16,494"
107/12/27,"38,863,578","735,468,784",19.20,19.30,18.50,18.65,+0.20,"11,421"
107/12/28,"23,146,605","428,540,873",18.65,18.75,18.30,18.35,-0.30,"7,736"
108/01/02,"38,475,577","691,343,497",18.55,18.60,17.75,17.75,-0.60,"11,079"
108/01/03,"31,098,244","547,479,051",17.45,17.95,17.35,17.45,-0.30,"8,382"
108/01/04,"29,671,227","510,476,603",17.35,17.50,16.85,17.50,+0.05,"8,481"
108/01/07,"21,187,239","381,458,802",18.10,18.10,17.90,17.95,+0.45,"6,379"
108/01/08,"23,894,760","427,047,408",17.60,18.25,17.50,18.15,+0.20,"8,024"
108/01/09,"20,575,995","377,107,977",18.25,18.45,18.20,18.20,+0.05,"7,112"
108/01/10,"16,175,184","297,196,827",18.30,18.55,18.20,18.25,+0.05,"5,621"
108/01/11,"18,011,362","332,390,646",18.50,18.65,18.25,18.25, 0.00,"5,557"
108/01/14,"12,618,674","232,921,778",18.45,18.65,18.30,18.35,+0.10,"4,542"
108/01/15,"17,938,033","332,537,232",18.35,18.70,18.30,18.60,+0.25,"5,489"
108/01/16,"78,728,606","1,514,305,523",18.80,19.60,18.80,18.95,+0.35,"22,019"
108/01/17,"33,916,071","646,773,125",18.90,19.35,18.85,19.00,+0.05,"10,273"
108/01/18,"19,101,388","367,629,257",19.30,19.45,19.05,19.20,+0.20,"6,520"
108/01/21,"15,370,729","296,615,550",19.45,19.45,19.20,19.25,+0.05,"4,994"
108/01/22,"14,098,376","269,046,121",19.30,19.35,18.90,18.90,-0.35,"4,702"
108/01/23,"14,303,899","272,414,139",18.90,19.20,18.70,19.20,+0.30,"4,654"
108/01/24,"23,057,459","446,751,220",19.30,19.55,19.25,19.30,+0.10,"6,734"
108/01/25,"64,098,696","1,285,947,593",20.25,20.50,19.80,19.85,+0.55,"18,295"
108/01/28,"21,190,112","422,675,762",20.05,20.10,19.85,19.90,+0.05,"6,711"
108/01/29,"20,483,589","403,233,450",19.90,19.90,19.55,19.60,-0.30,"6,853"
108/01/30,"21,023,550","410,708,271",19.70,19.75,19.40,19.40,-0.20,"7,064"
108/02/11,"16,906,143","325,856,758",19.60,19.65,19.15,19.20,-0.20,"6,051"
108/02/12,"20,322,902","396,137,414",19.25,19.65,19.20,19.40,+0.20,"6,429"
108/02/13,"61,823,976","1,231,352,301",19.65,20.30,19.45,20.25,+0.85,"15,408"
108/02/14,"33,258,978","670,813,060",20.35,20.50,20.00,20.00,-0.25,"10,255"
108/02/15,"23,280,870","463,650,669",20.00,20.30,19.65,19.65,-0.35,"7,519"
108/02/18,"19,707,309","391,496,389",19.85,20.05,19.70,19.85,+0.20,"5,383"
108/02/19,"35,654,779","717,361,838",20.00,20.25,20.00,20.25,+0.40,"10,184"
108/02/20,"32,912,842","657,358,163",20.10,20.15,19.85,19.90,-0.35,"8,496"
108/02/21,"55,765,870","1,126,545,052",20.00,20.55,19.90,20.55,+0.65,"12,451"
108/02/22,"230,340,632","5,135,174,218",21.30,22.60,21.30,22.60,+2.05,"53,802"
108/02/25,"166,806,108","3,957,945,118",23.30,24.45,23.25,23.70,+1.10,"49,438"
108/02/26,"85,326,608","1,988,968,588",23.85,24.00,23.00,23.10,-0.60,"26,985"
108/02/27,"53,692,275","1,242,028,393",23.05,23.40,22.75,23.35,+0.25,"16,883"
108/03/04,"35,673,228","827,617,517",23.65,23.65,23.00,23.15,-0.20,"11,458"
108/03/05,"33,243,712","758,557,155",23.00,23.00,22.65,22.75,-0.40,"10,918"
108/03/06,"51,312,279","1,182,724,489",22.75,23.35,22.65,23.10,+0.35,"15,097"
108/03/07,"38,522,302","884,039,498",23.00,23.30,22.65,22.70,-0.40,"12,662"
108/03/08,"58,383,753","1,267,123,011",21.95,22.00,21.45,21.60,-1.10,"18,492"
108/03/11,"21,228,596","462,328,742",21.40,22.00,21.35,21.95,+0.35,"7,718"
108/03/12,"24,318,077","536,524,044",22.30,22.40,21.80,21.80,-0.15,"8,348"
108/03/13,"53,308,767","1,137,190,431",21.65,21.85,21.05,21.05,-0.75,"16,950"
108/03/14,"61,086,093","1,276,594,118",21.00,21.40,20.65,20.70,-0.35,"20,849"
108/03/15,"23,246,656","486,731,224",20.85,21.15,20.80,20.95,+0.25,"7,543"
108/03/18,"16,044,789","338,161,529",21.15,21.20,21.00,21.10,+0.15,"5,171"
108/03/19,"26,533,078","567,759,266",21.20,21.65,21.10,21.40,+0.30,"8,835"
108/03/20,"13,910,803","296,746,228",21.40,21.50,21.20,21.40, 0.00,"5,921"
108/03/21,"27,745,049","599,136,248",21.50,21.75,21.45,21.50,+0.10,"7,847"
108/03/22,"29,172,548","631,053,304",21.80,21.95,21.35,21.35,-0.15,"8,700"
108/03/25,"18,942,194","395,236,017",20.85,21.05,20.75,20.80,-0.55,"6,320"
108/03/26,"12,532,091","261,768,982",20.95,21.05,20.80,20.85,+0.05,"4,376"
108/03/27,"10,176,677","212,003,980",20.85,20.95,20.70,20.90,+0.05,"3,638"
108/03/28,"7,663,680","159,662,199",20.90,21.00,20.75,20.75,-0.15,"2,836"
108/03/29,"10,026,481","208,423,772",20.85,20.90,20.65,20.90,+0.15,"3,717"
108/04/01,"22,901,157","487,858,033",21.15,21.55,21.10,21.25,+0.35,"8,159"
108/04/02,"39,961,314","863,391,868",21.40,21.80,21.35,21.70,+0.45,"11,299"
108/04/03,"24,663,482","536,905,604",21.85,22.00,21.65,21.70, 0.00,"7,868"
108/04/08,"41,356,482","910,965,953",21.85,22.25,21.80,21.90,+0.20,"12,122"
108/04/09,"33,864,242","730,285,875",21.85,21.95,21.40,21.40,-0.50,"11,784"
108/04/10,"18,409,836","392,929,643",21.30,21.50,21.20,21.50,+0.10,"6,904"
108/04/11,"29,571,108","641,812,665",21.60,21.95,21.50,21.55,+0.05,"8,422"
108/04/12,"26,465,674","560,715,854",21.60,21.70,20.95,21.00,-0.55,"8,151"
108/04/15,"11,035,352","232,718,642",21.25,21.25,21.00,21.00, 0.00,"4,411"
108/04/16,"15,541,746","329,007,264",21.10,21.30,21.05,21.25,+0.25,"4,400"
108/04/17,"52,079,558","1,134,972,900",21.35,22.10,21.30,21.85,+0.60,"16,106"
108/04/18,"47,755,597","1,048,036,106",22.30,22.50,21.35,21.35,-0.50,"14,969"
108/04/19,"188,802,949","4,392,923,542",23.45,23.45,22.85,23.45,+2.10,"42,353"
108/04/22,"179,141,791","4,367,814,582",24.00,24.80,24.00,24.60,+1.15,"47,810"
108/04/23,"95,010,404","2,257,407,203",24.20,24.20,23.55,23.75,-0.85,"26,241"
108/04/24,"89,529,145","2,170,998,130",24.70,24.80,23.90,24.00,+0.25,"22,371"
108/04/25,"110,452,922","2,712,636,422",24.50,25.10,24.20,25.10,+1.10,"29,427"
108/04/26,"97,889,604","2,384,136,428",24.45,24.65,24.10,24.20,-0.90,"27,783"
108/04/29,"66,560,532","1,560,290,402",24.05,24.15,23.00,23.15,-1.05,"19,805"
108/04/30,"39,138,587","925,935,059",23.20,24.05,23.20,23.95,+0.80,"12,182"
108/05/02,"27,660,880","657,829,456",23.75,24.00,23.65,23.70,-0.25,"9,163"
108/05/03,"38,473,200","924,961,350",23.90,24.25,23.75,24.00,+0.30,"12,206"
108/05/06,"43,381,852","1,006,662,791",23.20,23.45,23.05,23.15,-0.85,"12,754"
108/05/07,"19,540,542","457,086,743",23.30,23.60,23.25,23.25,+0.10,"7,020"
108/05/08,"21,293,216","486,735,306",22.90,23.00,22.60,22.90,-0.35,"7,837"
108/05/09,"39,105,698","878,482,562",23.05,23.20,21.90,22.25,-0.65,"13,029"
108/05/10,"32,751,561","735,246,614",22.30,22.85,21.90,22.35,+0.10,"10,877"
108/05/13,"34,774,320","779,374,895",22.20,22.70,22.05,22.45,+0.10,"9,836"
108/05/14,"25,813,979","568,095,056",21.90,22.35,21.50,22.20,-0.25,"9,038"
108/05/15,"24,630,736","556,761,750",22.40,22.75,22.40,22.60,+0.40,"7,932"
108/05/16,"27,648,338","618,303,172",22.60,22.70,22.15,22.15,-0.45,"6,599"
108/05/17,"77,174,731","1,742,712,812",22.60,22.95,22.25,22.25,+0.10,"21,203"
108/05/20,"32,115,890","715,490,031",22.25,22.65,22.05,22.10,-0.15,"8,738"
108/05/21,"75,159,581","1,580,100,940",21.85,21.85,20.65,20.90,-1.20,"23,113"
108/05/22,"33,014,430","704,462,262",21.00,21.70,20.90,21.20,+0.30,"10,836"
108/05/23,"47,409,572","980,520,874",20.85,20.95,20.40,20.90,-0.30,"13,358"
108/05/24,"28,771,742","596,934,878",20.90,21.10,20.50,20.50,-0.40,"8,421"
108/05/27,"34,941,454","706,171,546",20.70,20.80,19.95,20.00,-0.50,"10,857"
108/05/28,"14,592,998","294,403,632",20.20,20.30,20.00,20.20,+0.20,"4,840"
108/05/29,"21,191,751","424,019,931",19.95,20.30,19.70,20.25,+0.05,"6,914"
108/05/30,"21,855,256","449,215,606",20.25,20.85,20.25,20.85,+0.60,"6,900"
108/05/31,"50,495,096","1,064,774,292",20.85,21.30,20.85,21.10,+0.25,"13,280"
108/06/03,"15,847,814","328,849,515",20.70,20.90,20.60,20.85,-0.25,"5,765"
108/06/04,"52,019,340","1,119,301,004",21.75,21.90,21.20,21.20,+0.35,"14,489"
108/06/05,"39,233,336","856,147,286",21.95,22.10,21.60,21.65,+0.45,"11,584"
108/06/06,"21,799,046","474,258,320",21.80,22.00,21.65,21.75,+0.10,"7,376"
108/06/10,"22,197,587","485,658,187",22.00,22.10,21.65,21.90,+0.15,"7,314"
108/06/11,"25,403,184","561,472,190",22.00,22.30,21.80,22.15,+0.25,"8,882"
108/06/12,"15,472,980","339,846,628",22.15,22.25,21.80,21.85,-0.30,"5,937"
108/06/13,"18,947,741","409,257,332",21.65,21.90,21.40,21.40,-0.45,"6,912"
108/06/14,"9,041,334","194,081,402",21.40,21.65,21.35,21.35,-0.05,"3,701"
108/06/17,"9,728,476","207,716,365",21.30,21.60,21.15,21.20,-0.15,"3,614"
108/06/18,"14,592,331","313,057,447",21.40,21.60,21.25,21.55,+0.35,"4,326"
108/06/19,"47,763,011","1,062,210,353",22.15,22.45,22.05,22.30,+0.75,"14,354"
108/06/20,"19,276,496","431,032,720",22.30,22.50,22.25,22.30, 0.00,"6,144"
108/06/21,"59,964,697","1,344,521,950",22.40,22.85,22.10,22.10,-0.20,"11,829"
108/06/24,"63,353,996","1,433,386,406",22.40,22.95,22.15,22.55,+0.45,"15,339"
108/06/25,"38,391,810","859,310,603",22.60,22.80,22.15,22.15,-0.40,"11,751"
108/06/26,"40,192,564","908,200,408",22.35,22.75,22.35,22.70,+0.55,"10,883"
108/06/27,"52,317,371","1,215,485,123",23.30,23.50,23.05,23.10,+0.40,"15,222"
108/06/28,"41,494,180","958,436,223",23.20,23.30,22.85,23.15,+0.05,"11,582"
108/07/01,"51,592,264","1,224,576,148",23.95,24.10,23.55,23.70,+0.55,"14,123"
108/07/02,"25,015,068","590,022,668",23.75,23.85,23.45,23.55,-0.15,"7,706"
108/07/03,"27,389,692","640,113,293",23.60,23.70,23.20,23.30,-0.25,"7,192"
108/07/04,"24,774,564","584,826,874",23.60,23.70,23.50,23.70,+0.40,"8,409"
108/07/05,"58,495,710","1,401,640,190",23.85,24.10,23.75,24.00,+0.30,"16,141"
108/07/08,"31,665,702","765,752,460",24.00,24.40,24.00,24.20,+0.20,"10,596"
108/07/09,"83,025,676","2,030,428,824",24.35,25.00,24.10,24.10,-0.10,"22,785"
108/07/10,"62,857,286","1,545,062,905",24.50,24.80,24.25,24.80,+0.70,"18,503"
108/07/11,"108,289,945","2,742,852,507",25.05,25.75,24.90,25.50,+0.70,"28,888"
108/07/12,"201,767,513","5,363,087,418",25.70,27.85,25.40,26.60,+1.10,"57,894"
108/07/15,"209,484,560","5,854,820,350",27.35,28.95,27.20,28.95,+2.35,"54,353"
108/07/16,"190,204,001","5,488,676,753",29.40,29.65,28.15,28.85,-0.10,"53,963"
108/07/17,"88,246,280","2,506,085,298",28.10,28.80,27.95,28.45,-0.40,"25,567"
108/07/18,"97,411,758","2,828,858,082",29.25,29.40,28.70,29.00,+0.55,"27,157"
108/07/19,"80,877,258","2,370,569,728",29.65,29.85,28.85,29.10,+0.10,"24,075"
108/07/22,"80,643,660","2,400,201,962",29.40,30.25,29.35,30.25,+1.15,"24,719"
108/07/23,"120,314,768","3,741,248,217",30.70,31.70,30.45,31.50,+1.25,"38,598"
108/07/24,"90,874,812","2,798,408,512",31.60,31.60,30.35,30.55,-0.95,"28,742"
108/07/25,"125,552,853","3,989,722,434",31.20,32.50,30.85,32.40,+1.85,"37,966"
108/07/26,"140,957,080","4,525,332,244",32.00,32.85,31.50,32.20,-0.20,"41,829"
108/07/29,"55,893,685","1,790,655,831",32.30,32.50,31.75,31.90,-0.30,"18,169"
108/07/30,"121,473,090","3,793,968,789",32.20,32.40,30.45,30.95,-0.95,"33,889"
108/07/31,"92,291,182","2,855,388,995",31.35,31.55,30.20,31.55,+0.60,"27,198"
108/08/01,"54,541,344","1,698,392,777",30.65,31.70,30.65,30.95,-0.60,"18,298"
108/08/02,"128,221,735","3,758,846,241",30.30,30.30,28.70,28.70,-2.25,"38,673"
108/08/05,"69,245,997","2,016,735,426",28.70,29.75,28.70,28.75,+0.05,"21,435"
108/08/06,"68,168,737","1,923,674,123",27.05,29.10,27.05,28.95,+0.20,"19,136"
108/08/07,"42,580,393","1,246,419,027",29.50,29.75,28.70,28.70,-0.25,"13,535"
108/08/08,"56,398,702","1,610,058,119",29.15,29.30,28.10,28.30,-0.40,"19,564"
108/08/12,"50,809,359","1,379,937,999",27.35,27.70,26.55,26.55,-0.55,"16,292"
108/08/13,"45,438,555","1,198,987,657",26.20,26.85,26.15,26.25,-0.30,"12,027"
108/08/14,"84,667,033","2,356,603,659",27.30,28.40,27.05,28.35,+2.10,"26,474"
108/08/15,"53,067,818","1,464,178,294",27.50,27.85,27.40,27.55,-0.80,"17,732"
108/08/16,"42,218,394","1,156,834,466",27.65,27.80,27.00,27.35,-0.20,"14,865"
108/08/19,"40,679,312","1,142,858,375",27.85,28.30,27.85,28.30,+0.95,"14,250"
108/08/20,"49,287,473","1,392,428,670",28.90,28.95,27.60,27.60,-0.70,"16,461"
108/08/21,"26,031,791","716,759,078",27.75,27.85,27.30,27.40,-0.20,"10,282"
108/08/22,"35,801,242","972,728,906",27.55,27.75,26.85,26.90,-0.50,"12,767"
108/08/23,"31,270,246","858,826,052",27.05,27.70,27.00,27.55,+0.65,"10,780"
108/08/26,"45,558,918","1,206,168,827",26.50,26.85,26.15,26.45,-1.10,"16,916"
108/08/27,"30,866,388","838,198,789",26.95,27.40,26.85,27.15,+0.70,"11,928"
108/08/28,"24,500,141","667,342,350",27.25,27.45,27.05,27.30,+0.15,"8,968"
108/08/29,"18,550,404","503,380,950",27.40,27.45,26.95,27.05,-0.25,"6,224"
108/08/30,"34,268,008","947,680,840",27.40,27.90,27.40,27.55,+0.50,"11,356"
108/09/02,"133,543,124","3,904,812,002",27.95,30.25,27.70,30.25,+2.70,"43,573"
108/09/03,"96,396,118","2,843,734,892",30.25,30.30,29.05,29.05,-1.20,"30,922"
108/09/04,"50,698,786","1,493,731,714",29.15,29.75,29.10,29.55,+0.50,"16,957"
108/09/05,"93,770,528","2,812,408,364",29.90,30.60,29.55,29.55, 0.00,"29,024"
108/09/06,"67,415,179","2,032,635,820",30.00,30.55,29.80,30.10,+0.55,"21,901"
108/09/09,"82,557,284","2,554,132,628",31.25,31.45,30.60,30.60,+0.50,"25,949"
108/09/10,"45,159,931","1,361,521,825",30.70,30.75,29.85,30.20,-0.40,"15,649"
108/09/11,"38,054,443","1,151,198,790",30.55,30.60,29.90,30.00,-0.20,"11,935"
108/09/12,"55,559,839","1,692,061,736",30.80,30.80,30.05,30.25,+0.25,"15,195"
108/09/16,"37,353,745","1,126,065,105",30.35,30.45,29.75,30.30,+0.05,"11,674"
108/09/17,"107,589,917","3,384,450,117",30.60,31.80,30.60,31.40,+1.10,"36,223"
108/09/18,"103,490,155","3,309,647,803",31.80,32.60,31.40,31.40, 0.00,"34,909"
108/09/19,"96,933,577","3,102,455,188",31.80,32.30,31.55,32.10,+0.70,"29,678"
108/09/20,"155,939,243","5,174,036,550",32.60,33.80,32.20,33.80,+1.70,"48,010"
108/09/23,"78,094,399","2,626,761,751",33.65,34.20,33.10,33.55,-0.25,"28,098"
108/09/24,"88,941,172","2,920,665,664",33.45,33.65,32.20,32.30,-1.25,"30,675"
108/09/25,"59,038,802","1,872,125,890",31.85,32.25,31.40,31.60,-0.70,"20,340"
108/09/26,"55,059,835","1,745,787,171",32.00,32.20,31.10,31.50,-0.10,"17,843"
108/09/27,"88,587,589","2,822,895,827",31.85,32.35,31.45,31.50, 0.00,"26,617"
